3.91,709179
3.92,709062
3.93,707753
3.94,707322
3.95,706641
3.96,707620
3.97,710457
3.98,705886
3.99,708913
4,710341
4.01,706690
4.02,707397
4.03,706532
4.04,710009
4.05,702427
4.06,695647
4.07,692199
4.08,683012
4.09,676822
4.1,671897
4.11,660328
4.12,652952
4.13,644621
4.14,636783
4.15,624453
4.16,613319
4.17,604060
4.17999999999999,590583
4.18999999999999,578300
4.19999999999999,567693
4.20999999999999,552890
4.21999999999999,542629
4.22999999999999,527465
4.23999999999999,511067
4.24999999999999,496647
4.25999999999999,478842
4.26999999999999,461402
4.27999999999999,441566
4.28999999999999,420991
4.29999999999999,400124
4.30999999999999,378786
4.31999999999999,357913
4.32999999999999,334106
4.33999999999999,315408
4.34999999999999,291545
4.35999999999999,270815
4.36999999999999,251314
4.37999999999999,233519
4.38999999999999,216285
4.39999999999999,198503
4.40999999999999,183386
4.41999999999999,170651
4.42999999999999,156408
4.43999999999999,144514
4.44999999999999,134800
4.45999999999999,122996
4.46999999999999,114753
4.47999999999999,108472
4.48999999999999,100585
4.49999999999999,94702
4.50999999999999,89245
4.51999999999999,87275
4.52999999999999,83455
4.53999999999999,80405
4.54999999999999,78407
4.55999999999999,80546
4.56999999999999,83136
4.57999999999999,85805
4.58999999999999,89654
4.59999999999999,100381
4.60999999999999,106264
4.61999999999999,114610
4.62999999999999,122976
4.63999999999999,132915
4.64999999999998,144639
4.65999999999998,156061
4.66999999999998,169741
4.67999999999998,182665
4.68999999999998,196057
4.69999999999998,211325
4.70999999999998,227002
4.71999999999998,244667
4.72999999999998,263595
4.73999999999998,280667
4.74999999999998,299245
4.75999999999998,321544
4.76999999999998,339626
4.77999999999998,360027
4.78999999999998,378954
4.79999999999998,401062
4.80999999999998,418671
4.81999999999998,439324
4.82999999999998,460361
4.83999999999998,478589
4.84999999999998,494561
4.85999999999998,508300
4.86999999999998,525456
4.87999999999998,539421
4.88999999999998,553377
4.89999999999998,566273
4.90999999999998,572500
4.91999999999998,586060
4.92999999999998,591132
4.93999999999998,603219
4.94999999999998,611303
4.95999999999998,615216
4.96999999999998,629380
4.97999999999998,633290
4.98999999999998,646112
4.99999999999998,640772
5.00999999999998,651667
5.01999999999998,659845
5.02999999999998,660972
5.03999999999998,673115
5.04999999999998,679318
5.05999999999998,686600
5.06999999999998,685673
5.07999999999998,691148
5.08999999999998,694625
5.09999999999998,692929
5.10999999999998,697183
5.11999999999997,697968
5.12999999999997,690058
5.13999999999997,692769
5.14999999999997,695101
5.15999999999997,694978
5.16999999999997,693669
5.17999999999997,696641
5.18999999999997,695421
5.19999999999997,695360
5.20999999999997,698070
5.21999999999997,694171
5.22999999999997,693366
5.23999999999997,696681
5.24999999999997,693115
5.25999999999997,695549
5.26999999999997,693701
5.27999999999997,692034
5.28999999999997,688817
5.29999999999997,690862
5.30999999999997,693258
